Topic,Count,Name,Representation,Representative_Docs
347,47,347_costly_expenseive_effortable_cast,"['costly', 'expenseive', 'effortable', 'cast', 'costlythank', 'expensivethis', 'wrecked', 'crisis', 'hella', 'convinent']","['costly', 'costly', 'costly']"
348,46,348_aap_fantatic_sarvec_kile,"['aap', 'fantatic', 'sarvec', 'kile', 'ameging', 'trusted', 'dis', 'unnecessarily', 'secure', 'saved']","['aap good', 'మ ఫడ డలవర aap పరవరతన లన యపస వళలలగ పరవరతసతననర బలక మయల చస మర బలవతగ ఆరడర అటగడతననర ఆరడర పటటన ఒకక నమష రడ నమషల లప కయనసల చసకట కయనసల పనలట ఫజ కటటల అన అడగతననర ఇద చల దరణ వళళ మద చరయల తసకవల', '1 aap']"
349,46,349_platform_beta_students_iam,"['platform', 'beta', 'students', 'iam', 'found', 'part', 'everyone', 'working', 'night', 'good']","['good platform', 'good platform', 'good platform']"
350,46,350_awesome_experience__,"['awesome', 'experience', '', '', '', '', '', '', '', '']","['awesome experience', 'awesome experience', 'awesome experience']"
351,46,351_trusted_trustworthy_worthy_trust,"['trusted', 'trustworthy', 'worthy', 'trust', 'brake', 'itkeep', 'trustfull', 'superbfantastictastyfasttrustedcheapdoortodoordelivery', 'trusty', 'wins']","['trusted', 'trusted', 'trusted']"
352,46,352_facility_facilities_headquarters_facilitiesthe,"['facility', 'facilities', 'headquarters', 'facilitiesthe', '1990s', 'adults', 'messy', 'wost', 'appit', 'decreased']","['good facility', 'good facility', 'good facility']"
353,46,353_puchhi_wit_earth_employee,"['puchhi', 'wit', 'earth', 'employee', 'favorite', 'behavior', 'riders', 'zomato', 'service', 'big']","['good service zomato', 'good zomato service employee behavior 2 earth big puchhi', 'good service always go wit zomato']"
354,46,354_intro_onenof_levishing_fromsaharsa,"['intro', 'onenof', 'levishing', 'fromsaharsa', 'fourite', 'pepoles', 'topnotch', 'anywhere', 'best', 'experiences']","['best app order food using since intro', 'usefull pepoles best app order food anytime place', 'topnotch onenof best app order foods']"
355,46,355_discount_cafteria_goodbetter_zomatofell,"['discount', 'cafteria', 'goodbetter', 'zomatofell', 'continually', 'muchits', 'diappointmentsit', 'pricinglove', 'barnai', 'discounts']","['like zomato muchits really helpful zero diappointmentsit would better discounts', 'small shops still price zomato like shree ram cafteria barnai much overpriced zomato', 'zomato learn basic math tbh 80 rupees discount 290 260 ts pmo']"
356,46,356_offer_zone_dawg_125flat,"['offer', 'zone', 'dawg', '125flat', 'applicable', 'offers', '399', 'helpull', 'bhim', 'give']","['showing 125flat offer recieve offer solve issue', 'offer zone', 'offer zone']"
357,46,357_timing_opportunity_timings_neatly,"['timing', 'opportunity', 'timings', 'neatly', 'eta', 'sir', 'start', 'process', 'started', 'done']","['good timing', 'good timing', 'good timing']"
358,46,358_swiggy_compared_340_discount,"['swiggy', 'compared', '340', 'discount', 'coupons', 'discounts', 'zomato280', 'chodege', 'couponsalso', 'discountive']","['gives good discount compared swiggy', 'discount restaurant compared swiggy', 'cheaper swiggy swiggy kadai paneer320 tax 402 applying coupon 340 zomato280 tax 340 applying coupon 245 much better swiggy improve packaging']"
359,46,359_zzzzz_xperience_restraunts_iss,"['zzzzz', 'xperience', 'restraunts', 'iss', 'currently', 'serves', 'conditions', 'improving', 'brand', '80']","['zomato good restraunts', 'good xperience zomato', 'think zzzzz zomato good']"
360,45,360_always_quiet_jop_jyoti,"['always', 'quiet', 'jop', 'jyoti', 'rocking', 'sufficient', 'maintain', 'good', 'please', '']","['always good', 'always good', 'always good']"
361,45,361_goooooood_goooood_goooooooooooood_goooddd,"['goooooood', 'goooood', 'goooooooooooood', 'goooddd', 'goooddddd', 'goooooo', 'dood', 'soooooooooo', 'gooooooxd', 'goooooooooooooooooooood']","['goooooood', 'goooooood', 'goooooood']"
362,45,362_superb_festivals_served_especially,"['superb', 'festivals', 'served', 'especially', 'service', 'nd', 'helpful', 'help', '', '']","['superb service', 'superb service', 'superb service']"
363,45,363_person_man_mans_ajay,"['person', 'man', 'mans', 'ajay', 'underwear', 'sefty', 'seemingly', 'pur', 'politei', 'gurmeet']","['good delivery person', 'good delivery person', 'good delivery person']"
364,45,364_taste_kechup_tastefully_nad,"['taste', 'kechup', 'tastefully', 'nad', 'tasteful', 'wave', 'fruitful', 'chocolate', 'smells', 'solid']","['taste good', 'taste good', 'taste good']"
365,45,365_delicious_dish_food_,"['delicious', 'dish', 'food', '', '', '', '', '', '', '']","['delicious food', 'delicious food', 'delicious food']"
366,45,366_happy_abundance_veryyyyyygoood_bugfree,"['happy', 'abundance', 'veryyyyyygoood', 'bugfree', 'thankful', 'happiness', 'grateful', 'praised', 'fot', 'lord']","['happy app', 'happy app', 'god bless app engineers developers lovely app let teams app blessed abundance health wealth happiness may lord praised']"
367,45,367_chokochips_deals_numeric_offersbang,"['chokochips', 'deals', 'numeric', 'offersbang', 'dealsss', '875rs', 'combo', 'scoop', 'rate', 'besides']","['great deals good food', 'would like could find comments rating specific food items besides numeric value', 'chokochips chokochips icecream quantity single scoop less quantity']"
368,45,368_grt_grate_gret_grat,"['grt', 'grate', 'gret', 'grat', 'geat', 'graet', 'grates', 'keet', 'grwat', 'grr']","['grt experience', 'grt experience', 'grt experience']"
369,45,369_words_word_describe_explain,"['words', 'word', 'describe', 'explain', 'discribe', 'amazingcant', 'expressed', 'wordsuperb', 'describing', 'define']","['words', 'words', 'words']"
370,45,370_day_getting_worse_pod,"['day', 'getting', 'worse', 'pod', 'bey', 'day1', 'farrer', 'daytodays', 'parent', 'lovepanday']","['getting better day day', 'getting worst day day', 'getting nice day day']"
371,45,371_greattttt_greattt_exellent_suggestions,"['greattttt', 'greattt', 'exellent', 'suggestions', 'pocket', 'appreciated', 'goto', 'delivery', 'man', 'must']","['good delivery app appreciated pocket friendly cost', 'good delivery app greattt', 'greattttt delivery app']"
372,45,372_bihar_delhi_india_bangalore,"['bihar', 'delhi', 'india', 'bangalore', 'pune', 'moharana', 'indiathaks', 'serviceshirdi', 'bhabua', 'koteswara']","['almost good every city north india central india good taste combo good services one start scope good collaboration', 'services available thakurganj bihar', 'nice services supaul bihar areas']"
373,44,373_love_flirty_durga_puja,"['love', 'flirty', 'durga', 'puja', 'quotes', 'survey', 'omg', 'festival', 'blessing', 'services']","['love service', 'delevery service cool despite omg flirty notifications made day love', 'made day durga puja festival love service guys']"
374,44,374_worstt_hepty_worstif_megabucks,"['worstt', 'hepty', 'worstif', 'megabucks', 'fromthe', 'onwardsonly', 'scolding', 'shittyestttttttt', 'appsworst', 'timeworst']","['worst app delivery man scolding shooting', 'worst app every time delivery late 20 30minscustomer support worstif ask anything give answer fair', 'worst delivery logistics better use compitator appsworst delivery system india makes money multiple orders time late deliveries double delivery time']"
375,44,375_bla_swiggy_hassles_defeated,"['bla', 'swiggy', 'hassles', 'defeated', 'customerfriendly', 'wayy', 'swiggywill', 'baggr', 'awarenessless', 'timepathetic']","['best app food delivery better swiggy', 'better swiggywill deliver food time hygine location awarenessless phone calls superb', 'excellent app customerfriendly service experience restaurant charges significantly affordable compared swiggy also offer wider range coupons apps additionally delivery time generally accurate minimal delays']"
376,44,376_east_west_keep_gentlemen,"['east', 'west', 'keep', 'gentlemen', 'kept', 'carry', 'coming', 'plz', 'ur', 'change']","['east west zomato best', 'east west zomato best', 'east west zomato best']"
377,44,377_superb_wonderul_experiencea1_muchhh,"['superb', 'wonderul', 'experiencea1', 'muchhh', 'broo', 'game', 'sweets', 'experience', 'changed', 'till']","['superb experience', 'superb experience', 'superb experience']"
378,44,378_punctual_punctuality_timming_punctualityand,"['punctual', 'punctuality', 'timming', 'punctualityand', 'greattime', 'zomatothank', 'security', 'reliable', 'honest', 'pure']","['good punctual', 'good punctual', 'good punctual']"
379,44,379_cancel_bogus_placed_icecream,"['cancel', 'bogus', 'placed', 'icecream', 'cancelling', 'awfulwhenever', 'proceeding', 'appbefore', 'shitee', 'order2mins']","['app doesnt allow cancel order keeps providing bogus bot messages comes really cancellation order threatening putting bogus cancellation charges', 'awfulwhenever try cancel ordersthey dont take itno prompt actionnothing good app', 'worst cancelling system first app doesnt let know order placed redirects ai assistant trying cancel order doesnt let cancel order ordered apsara icecream thought would get icecream nearby store order got placed side town tried charge extra distance right placing order tried cancel let cancel']"
380,44,380_vgood_vfast_suppeer_ggood,"['vgood', 'vfast', 'suppeer', 'ggood', 'vvgood', 'cgood', 'use', 'service', 'experience', '']","['vgood', 'vgood', 'vgood']"
381,44,381_fraud_frauds_fraudulents_deceive,"['fraud', 'frauds', 'fraudulents', 'deceive', 'fraudy', 'overpricing', 'barbeque', 'bhopal', 'sentiments', 'committing']","['fraud', 'fraud', 'fraud']"
382,44,382_job_tx_ad_nice,"['job', 'tx', 'ad', 'nice', 'day', 'wow', 'good', '', '', '']","['nice job', 'nice job', 'nice job']"
383,44,383_impressed_apphappy_abserved_appreaciating,"['impressed', 'apphappy', 'abserved', 'appreaciating', 'amazing', 'spiderman', 'mj', 'fanatic', 'wonders', 'impressive']","['good app impressed app really impressed', 'absolutely amazing app abserved saw wonders app amazing features', 'amazing app like amazing spiderman lost mj']"
384,44,384_bros_excellent_app_amazing,"['bros', 'excellent', 'app', 'amazing', '', '', '', '', '', '']","['excellent app', 'excellent app', 'excellent app bros']"
385,44,385_pathetic_dismalpathetic_accountabilitycustomer_unapologetic,"['pathetic', 'dismalpathetic', 'accountabilitycustomer', 'unapologetic', 'helpdesk', 'disgraceful', 'dead', 'unsatisfied', 'disgusting', 'resolutions']","['pathetic service', 'pathetic service', 'pathetic service']"
386,44,386_free_hassle_99_wrapping,"['free', 'hassle', '99', 'wrapping', '99free', 'containing', 'availableall', 'hasal', 'greatgood', 'jurrasic']","['free delivery', 'free delivery', 'free delivery']"
387,44,387_emergency_oder_odering_situation,"['emergency', 'oder', 'odering', 'situation', 'leat', 'guse', 'hppy', 'weryb', 'ocassions', 'piz']","['good emergency', 'good emergency', 'emergency']"
388,43,388_badvery_2486620_5050_nicenot,"['badvery', '2486620', '5050', 'nicenot', 'scary', 'fantastictly', 'terrified', 'offend', 'mistakes', 'experice']","['offend anyone person ad scary', 'badvery bad', 'badvery bad']"
389,43,389_experiance_experince_exprience_experice,"['experiance', 'experince', 'exprience', 'experice', 'exprense', 'perfomence', 'experr', 'exprincee', 'experiencive', 'experiencdcwas']","['nice experiance', 'great experiance', 'great experiance']"
390,43,390_wonderful_wonderfull_wark_ia,"['wonderful', 'wonderfull', 'wark', 'ia', 'oh', 'world', 'app', 'useful', 'us', 'use']","['wonderful app', 'wonderful app', 'wonderful app']"
391,43,391_awesome_clin_mage_g8,"['awesome', 'clin', 'mage', 'g8', 'site', 'wonderfully', 'testy', 'really', 'god', 'cool']","['good awesome', 'awesome thing mage god think', 'nice clin testy good thanks']"
392,43,392_charges_little_mehange_ughhtbh,"['charges', 'little', 'mehange', 'ughhtbh', 'heighr', 'expensiverest', 'bit', '13th', 'reasonably', 'becoz']","['nice delivery charges little bit', 'delivery charges little bit low way good', 'ughhtbh works fine delivery charges expensiverest things works fine af']"
393,43,393_missing_items_138_item,"['missing', 'items', '138', 'item', 'lassi', 'bogus', 'chole', 'bhature', 'cart', 'swivgy']","['items ordered missing delivery', '5 items missing', 'order missing items']"
394,43,394_rapid_speedy_welldone_fast,"['rapid', 'speedy', 'welldone', 'fast', 'ane', 'moving', 'thanku', 'facility', 'beautiful', 'liked']","['nice speedy service', 'nice rapid service', 'excellent rapid service']"
395,43,395____,"['', '', '', '', '', '', '', '', '', '']","['హయ', 'நனற', 'సపర']"
396,43,396_setisfy_servicegood_generating_neet,"['setisfy', 'servicegood', 'generating', 'neet', 'equally', 'employment', 'nation', 'mcdonalds', 'men', 'rich']","['good food setisfy service', 'great servicegood nation generating employment food availability', 'good service neet clean food fast service good delivery boy']"
397,43,397_prompt_links_offood_dot,"['prompt', 'links', 'offood', 'dot', 'gr8', 'varieties', 'outlets', 'punctual', 'date', 'accurate']","['prompt service', 'prompt service', 'prompt service']"
398,43,398_exilent_exilence_casteist_revads,"['exilent', 'exilence', 'casteist', 'revads', 'ecillent', 'weldon', 'survece', 'eternal', 'gonna', 'changed']","['exilent', 'exilent', 'exilent']"
399,43,399_coupons_coupon_codes_applyd,"['coupons', 'coupon', 'codes', 'applyd', 'deliverymuch', 'easyvery', 'freepretty', 'instantlyvery', 'wothfull', 'agentstotal']","['good app food delivery service awesome discount coupons', 'best app food delivery amazing coupons', 'best food app always coupons']"
400,42,400_wellaa_usual_theyre_nice,"['wellaa', 'usual', 'theyre', 'nice', 'well', 'good', 'excellent', '', '', '']","['nice theyre good', 'nice usual', 'wellaa nice']"
401,42,401_worth_hype_hyi_ittt,"['worth', 'hype', 'hyi', 'ittt', 'totaly', 'truth', 'starting', 'ji', 'worthy', 'lets']","['worth', 'worth', 'worth']"
402,42,402_fastest_brand_delivery_address,"['fastest', 'brand', 'delivery', 'address', 'ever', 'delivered', 'good', '', '', '']","['fastest delivery', 'fastest delivery', 'fastest delivery']"
403,42,403_thoda_saim_kam_bht,"['thoda', 'saim', 'kam', 'bht', 'jada', 'yhan', 'charge', 'sa', 'jayada', 'jyada']","['good extra charge bht lag rha hai thoda price kam rkho', 'thoda jyada charges lete hai thoda kam bhi theek kr dete fir bhi menhgayi ke samay dikkat hai paisa', 'charge hai bhot charges bhot hain yhan zamato pe application ke mamle saim chij yhan 364 ka zamato pe aur application pe saim brand saim product 297 hai yrrr itna mat kaat bhai']"
